COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata
29069999,2061100588,,529226,90431,90529,2061100588,HUNEDOARA,,,35,ŞCOALA PRIMARĂ VALEA NANDRULUI,SCOALA PRIMARA VALEA NANDRULUI,VALEA NANDRULUI,,
,2062102147,2061100077,,87175,87184,2062102147,HUNEDOARA,,,11,ŞCOALA GIMNAZIALĂ NR. 3 VULCAN,SCOALA GIMNAZIALA NR 3 VULCAN,VULCAN,Salcamilor,
,2062101603,2061103216,,86936,86954,2062101603,HUNEDOARA,,,,ȘCOALA PRIMARĂ CINCIȘ CERNA,SCOALA PRIMARA CINCIS CERNA,CINCIŞ-CERNA,,
,2062102554,2061103098,,88546,88564,2062102554,HUNEDOARA,,,,ŞCOALA PRIMARĂ BOZ,SCOALA PRIMARA BOZ,BOZ,,
,2062101381,2061100733,,87745,87816,2062101381,HUNEDOARA,,,,ŞCOALA PRIMARĂ RIŞCULIŢA,SCOALA PRIMARA RISCULITA,RIŞCULIŢA,,
29001365,2061100837,,527618,88449,88458,2061100837,HUNEDOARA,,,173,ȘCOALA GIMNAZIALĂ BOȘOROD,SCOALA GIMNAZIALA BOSOROD,BOŞOROD,,
29034010,2061100308,,529020,90208,90217,2061100308,HUNEDOARA,,,84 A,ȘCOALA GIMNAZIALĂ LUNCOIU DE JOS,SCOALA GIMNAZIALA LUNCOIU DE JOS,LUNCOIU DE JOS,PRINCIPALĂ,
9644404,2061200125,,3212800,87291,87308,2061200125,HUNEDOARA,,,18,"""ȘCOALA POSTLICEALĂ SANITARĂ """"HENRI COANDĂ"""" BRAD""",SCOALA POSTLICEALA SANITARA HENRI COANDA BRAD,BRAD,Liceului,
,2062102907,2061100371,,87059,87068,2062102907,HUNEDOARA,,,47,GRĂDINIŢA CU PROGRAM NORMAL NR 2 LUPENI,GRADINITA CU PROGRAM NORMAL NR 2 LUPENI,LUPENI,Barbateni,
,2062101598,2061100353,,90119,90173,2062101598,HUNEDOARA,,,,ŞCOALA PRIMARĂ MERIA,SCOALA PRIMARA MERIA,MERIA,,
29059677,2061100154,,528416,89428,89437,2061100154,HUNEDOARA,,,8,ȘCOALA GIMNAZIALĂ DOBRA,SCOALA GIMNAZIALA DOBRA,DOBRA,Lugojului,
,2062101621,2061100692,,87576,87585,2062101621,HUNEDOARA,,,17,"""ŞCOALA GIMNAZIALĂ """"OVID DENSUŞIANU"""" HAŢEG""",SCOALA GIMNAZIALA OVID DENSUSIANU HATEG,HAŢEG,PIATA UNIRII,
,2062102821,2061103193,,88868,88886,2062102821,HUNEDOARA,,,,ȘCOALA PRIMARĂ CURECHIU,SCOALA PRIMARA CURECHIU,CURECHIU,,
4375275,2061100986,,530770,87175,87184,2061100986,HUNEDOARA,,,43,"""COLEGIUL TEHNIC """"MIHAI VITEAZU"""" VULCAN""",COLEGIUL TEHNIC MIHAI VITEAZU VULCAN,VULCAN,Nicolae Titulescu,
29045876,2061100068,,527486,88350,88369,2061100068,HUNEDOARA,,,68,ȘCOALA PRIMARĂ BLĂJENI,SCOALA PRIMARA BLAJENI,BLĂJENI,Principala,
29103829,2061201031,,3157189,86687,86696,2061201031,HUNEDOARA,,,14,ȘCOALA PRIMARĂ PARTICULARĂ ’SAMUEL’ DEVA,SCOALA PRIMARA PARTICULARA SAMUEL DEVA,DEVA,MIHAIL KOGALNICEANU,
,2062101363,2061100733,,87745,87807,2062101363,HUNEDOARA,,,,ŞCOALA PRIMARĂ RIŞCA,SCOALA PRIMARA RISCA,RIŞCA,,
28996660,2061100819,,528210,89801,89810,2061100819,HUNEDOARA,,,138,ȘCOALA GIMNAZIALĂ HĂRĂU,SCOALA GIMNAZIALA HARAU,HĂRĂU,Principala,
4374806,2061100362,,525799,86687,86696,2061100362,HUNEDOARA,,,9,"""ȘCOALA GIMNAZIALĂ """"ANDREI ȘAGUNA"""" DEVA""",SCOALA GIMNAZIALA ANDREI SAGUNA DEVA,DEVA,Aleea Viitorului,
,2062102052,2061100466,,89348,89393,2062102052,HUNEDOARA,,,39,ŞCOALA PRIMARĂ PEŞTENIŢA,SCOALA PRIMARA PESTENITA,PEŞTENIŢA,,
,2062100199,2061100647,,87291,87344,2062100199,HUNEDOARA,,,,ŞCOALA PRIMARĂ TĂRĂŢEL,SCOALA PRIMARA TARATEL,ŢĂRĂŢEL,,
,2062101648,2061100692,,87576,87585,2062101648,HUNEDOARA,,,15,GRĂDINIŢA CU PROGRAM NORMAL NR. 1 HAŢEG,GRADINITA CU PROGRAM NORMAL NR 1 HATEG,HAŢEG,Mihai Viteazu,
,2062102599,2061100959,,86990,87004,2062102599,HUNEDOARA,,,73,"""ŞCOALA GIMNAZIALĂ """"AVRAM STANCA"""" PETROŞANI""",SCOALA GIMNAZIALA AVRAM STANCA PETROSANI,PETROŞANI,01.dec.18,
,2062102848,2061100389,,88788,88840,2062102848,HUNEDOARA,,,,ŞCOALA PRIMARĂ STANIJA,SCOALA PRIMARA STANIJA,STĂNIJA,,
,2062102694,2061100448,,86810,86838,2062102694,HUNEDOARA,,,,ŞCOALA PRIMARĂ RĂCĂŞTIE,SCOALA PRIMARA RACASTIE,RĂCĂŞTIA,,
4375003,2061100692,,530794,87576,87585,2061100692,HUNEDOARA,,,3,"""COLEGIUL NAŢIONAL """"I.C. BRĂTIANU"""" HAŢEG""",COLEGIUL NATIONAL I C BRATIANU HATEG,HAŢEG,Muntii Retezat,
4375119,2061100439,,1099979,87077,87086,2061100439,HUNEDOARA,,,196,"""COLEGIUL TEHNIC """"CONSTANTIN BRÂNCUŞI"""" PETRILA""",COLEGIUL TEHNIC CONSTANTIN BRANCUSI PETRILA,PETRILA,Republicii,
29049185,2061100344,,529642,90994,91009,2061100344,HUNEDOARA,,,113,ŞCOALA GIMNAZIALĂ ROMOS,SCOALA GIMNAZIALA ROMOS,ROMOS,Principala,
,2062101164,2061101119,,86687,86696,2062101164,HUNEDOARA,,,3,GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6 DEVA,GRADINITA CU PROGRAM PRELUNGIT NR 6 DEVA,DEVA,Aurel Vlaicu,
,2062101802,2061103302,,89240,89302,2062101802,HUNEDOARA,,,,ŞCOALA PRIMARĂ NOJAG,SCOALA PRIMARA NOJAG,NOJAG,,
,2062101666,2061100525,,87246,87273,2062101666,HUNEDOARA,,,,ŞCOALA PRIMARĂ MERIŞOR,SCOALA PRIMARA MERISOR,MERIŞOR,,
,2062102866,2061100389,,88788,88813,2062102866,HUNEDOARA,,,,GRĂDINIŢA CU PROGRAM NORMAL DUPĂPIATRĂ,GRADINITA CU PROGRAM NORMAL DUPAPIATRA,DUPĂPIATRĂ,,
,2062102581,2061100959,,86990,87013,2062102581,HUNEDOARA,,,56,ŞCOALA PRIMARĂ DÎLJA MARE,SCOALA PRIMARA DILJA MARE,DÂLJA MARE,,
,2062101327,2061100041,,91116,91198,2062101327,HUNEDOARA,,,,ȘCOALA PRIMARĂ RÎU ALB,SCOALA PRIMARA RIU ALB,RÂU ALB,,
,2062102676,2061100968,,91330,91401,2062102676,HUNEDOARA,,,,ȘCOALA PRIMARĂ CHIŞCĂDAGA,SCOALA PRIMARA CHISCADAGA,CHIŞCĂDAGA,,
32223876,2061100751,,200526561,87291,87308,2061100751,HUNEDOARA,,,1,"""ȘCOALA GIMNAZIALĂ """"HOREA"," CLOȘCA ȘI CRIȘAN"""" BRAD""",SCOALA GIMNAZIALA HOREA CLOSCA SI CRISAN BRAD,BRAD,Liceului
,2062101612,2061100692,,87576,87594,2062101612,HUNEDOARA,,,,ŞCOALA PRIMARĂ NĂLAŢVAD,SCOALA PRIMARA NALATVAD,NĂLAŢVAD,,
,2062102129,2061100335,,91982,92042,2062102129,HUNEDOARA,,,155,ȘCOALA PRIMARĂ LEȘNIC,SCOALA PRIMARA LESNIC,LEŞNIC,Traian,
,2062101865,2061100457,,90725,90798,2062101865,HUNEDOARA,,,,ȘCOALA PRIMARĂ VĂLIOARA,SCOALA PRIMARA VALIOARA,VĂLIOARA,,
,2062101797,2061103302,,89240,89286,2062101797,HUNEDOARA,,,,ŞCOALA PRIMARĂ HONDOL,SCOALA PRIMARA HONDOL,HONDOL,,
,2062102884,2061100439,,87077,87102,2062102884,HUNEDOARA,,,4,ŞCOALA PRIMARĂ NR. 4 PETRILA,SCOALA PRIMARA NR 4 PETRILA,JIEŢ,Jiet,
,2062102088,2061100109,,89151,89213,2062102088,HUNEDOARA,,,,ŞCOALA PRIMARĂ POIANA RĂCHITELII,SCOALA PRIMARA POIANA RACHITELII,POIANA RĂCHIŢELII,,
,2062102337,2061100516,,88644,88733,2062102337,HUNEDOARA,,,18,GRĂDINIŢA CU PROGRAM NORMAL PLOPI,GRADINITA CU PROGRAM NORMAL PLOPI,PLOPI,,
,2062101467,2061100611,,91447,91492,2062101467,HUNEDOARA,,,,ȘCOALA PRIMARĂ OBÂRȘA,SCOALA PRIMARA OBARSA,OBÂRŞA,,
