COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata
,1662102787,1661105383,,74322,74340,1662102787,DOLJ,,,,GRADINITA CU PROGRAM NORMAL SECUI,GRADINITA CU PROGRAM NORMAL SECUI,SECUI,,
,1662102439,1661105026,,69900,69919,1662102439,DOLJ,,,,"""GRADINITA CU PROGRAM PRELUNGIT """"OTILIA CAZIMIR"""" CRAIOVA""",GRADINITA CU PROGRAM PRELUNGIT OTILIA CAZIMIR CRAIOVA,CRAIOVA,,
,1662100464,1661104961,,71518,71527,1662100464,DOLJ,,,,GRADINITA CU PROGRAM NORMAL CARAULA,GRADINITA CU PROGRAM NORMAL CARAULA,CARAULA,,
99,1661205847,,456789,69900,69919,1661205847,DOLJ,,,2,"""SCOALA PRIMARA """"TERRAVEDA"""" CRAIOVA""",SCOALA PRIMARA TERRAVEDA CRAIOVA,CRAIOVA,SIMION BARNUTIU,
,1662103096,1661105451,,70744,70753,1662103096,DOLJ,,,,GRADINITA CU PROGRAM NORMAL MACREA,GRADINITA CU PROGRAM NORMAL MACREA,ARGETOAIA,,
4941510,1671104645,,1255107,69900,69919,1671104645,DOLJ,,,20,PALATUL COPIILOR CRAIOVA,PALATUL COPIILOR CRAIOVA,CRAIOVA,Bărnuţiu Simion,
,1662101637,1661104391,,73503,73549,1662101637,DOLJ,,,,SCOALA GIMNAZIALA CORNU,SCOALA GIMNAZIALA CORNU,CORNU,,
,1662106149,1661104798,,74554,74563,1662106149,DOLJ,,,1,GRADINITA CU PROGRAM NORMAL IONELE,GRADINITA CU PROGRAM NORMAL IONELE,URZICUŢA,IONELE,
,1662103051,1661104527,,72640,72659,1662103051,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NR. 2 GOICEA,GRADINITA CU PROGRAM NORMAL NR 2 GOICEA,GOICEA,,
16404978,1661105686,,481034,74923,73889,1661105686,DOLJ,,,,"""SCOALA GIMNAZIALA """"NICOLAE GH. POPESCU"""" INTORSURA""",SCOALA GIMNAZIALA NICOLAE GH POPESCU INTORSURA,ÎNTORSURA,PODIŞORULUI NR. 68,
,1662103137,1661105451,,70744,70799,1662103137,DOLJ,,,,GRADINITA CU PROGRAM NORMAL LEORDOASA,GRADINITA CU PROGRAM NORMAL LEORDOASA,LEORDOASA,,
15057536,1661105885,,481292,74224,74233,1661105885,DOLJ,,,1,SCOALA GIMNAZIALA SILISTEA CRUCII,SCOALA GIMNAZIALA SILISTEA CRUCII,SILIŞTEA CRUCII,Gării,
,1662103797,1661105433,,74581,74607,1662103797,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NR. 1 HOREZU-POENARI,GRADINITA CU PROGRAM NORMAL NR 1 HOREZU POENARI,HOREZU POENARI,,
,1662100699,1661104798,,74554,74563,1662100699,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NR. 1 URZICUTA,GRADINITA CU PROGRAM NORMAL NR 1 URZICUTA,URZICUŢA,,
,1662102127,1661105261,,70414,70423,1662102127,DOLJ,,,16,SCOALA PRIMARA RROMI FILIASI,SCOALA PRIMARA RROMI FILIASI,FILIAŞI,DEZROBIRII,
,1662103413,1661105415,,72150,72178,1662103413,DOLJ,,,,GRADINITA CU PROGRAM NORMAL BENESTI,GRADINITA CU PROGRAM NORMAL BENESTI,BENEŞTI,,
,1662104192,1661102068,,71340,71368,1662104192,DOLJ,,,,GRADINITA CU PROGRAM NORMAL BULZESTI,GRADINITA CU PROGRAM NORMAL BULZESTI,BULZEŞTI,,
,1662101117,1661105962,,70110,70147,1662101117,DOLJ,,,,SCOALA PRIMARA BRANISTE-PODARI,SCOALA PRIMARA BRANISTE PODARI,BRANIŞTE,,
